ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
pauvres	povR	pauvre	ADJ	178.03	29.09	0	7	0	4	1	ADJ,NOM
arrives	aRiv	arriver	VER	1252.42	28.82	0	7	0	0	2	VER
évident	evid@	évident	ADJ	32.59	28.75	1	7	7	5	3	VER,ADJ
passait	pasE	passer	VER	1495.49	28.5	0	7	0	0	2	VER
accepté	aksEpte	accepter	VER	165.84	28.46	0	7	0	7	3	VER
opinion	opinj§	opinion	NOM	33.89	28.43	1	7	6	6	3	NOM
rivière	RivjER	rivière	NOM	32.73	28.17	1	7	5	6	2	NOM
vivante	viv@t	vivant	ADJ	124.97	28.12	0	7	0	0	2	ADJ
artiste	aRtist	artiste	NOM	40.78	28.0	1	7	7	6	2	ADJ,NOM
général	ZeneRal	général	ADJ	41.31	27.96	1	7	7	7	3	ADJ,NOM
cadavre	kadavR	cadavre	NOM	47.75	27.93	1	7	6	6	2	NOM
ressens	R°s@	ressentir	VER	78.78	27.91	0	7	0	0	2	VER
fiancée	fj@se	fiancé	NOM	51.51	27.84	0	7	0	4	2	VER,NOM
cadeaux	kado	cadeau	NOM	125.79	27.7	0	7	0	4	2	NOM
dégagez	degaZe	dégager	VER	102.47	27.61	0	7	0	6	3	VER
sérieux	seRj2	sérieux	NOM	28.09	27.58	1	7	7	5	2	ADJ,NOM
passent	pas	passer	VER	1495.49	27.56	0	7	0	3	1	VER
pousser	puse	pousser	VER	125.61	27.51	1	7	7	4	2	VER
appelée	ap°le	appeler	VER	1165.48	27.5	0	7	0	5	3	VER
protège	pRotEZ	protéger	VER	130.71	27.45	0	7	0	0	2	VER
tromper	tR§pe	tromper	VER	149.09	27.42	1	7	7	5	2	VER
retirer	R°tiRe	retirer	VER	80.26	27.39	1	7	7	5	3	VER
théorie	teoRi	théorie	NOM	32.38	27.29	1	7	7	5	3	NOM
apprend	apR@	apprendre	VER	348.47	27.11	0	7	0	0	2	VER
étudier	etydje	étudier	VER	70.9	26.86	1	7	6	6	3	VER
monnaie	monE	monnaie	NOM	27.31	26.82	1	7	7	4	2	NOM,VER
touchez	tuSe	toucher	VER	270.27	26.76	0	7	0	4	2	VER
station	stasj§	station	NOM	29.71	26.73	1	7	7	6	2	NOM
pierres	pjER	pierre	NOM	67.17	26.6	0	7	0	4	1	NOM
écoutes	ekut	écouter	VER	470.93	26.59	0	7	0	4	2	NOM,VER
chances	S@s	chance	NOM	360.6	26.58	0	7	0	3	1	NOM
souffle	sufl	souffle	NOM	26.98	26.55	1	7	7	4	1	NOM,VER
concert	k§sER	concert	NOM	31.65	26.51	1	7	7	5	2	NOM
sergent	sERZ@	sergent	NOM	27.36	26.48	1	7	7	5	2	NOM
montrez	m§tRe	montrer	VER	327.33	26.48	0	7	0	5	2	VER
bagages	bagaZ	bagage	NOM	29.69	26.48	0	7	0	5	2	NOM
entière	@tjER	entier	ADJ	76.01	26.45	0	7	0	0	2	ADJ
refaire	R°fER	refaire	VER	58.27	26.29	1	7	6	5	2	VER
libérer	libeRe	libérer	VER	75.77	26.16	1	7	6	6	3	VER
curieux	kyRj2	curieux	ADJ	34.36	26.11	1	7	7	5	2	ADJ,NOM
descend	des@	descendre	VER	235.97	26.09	0	7	0	4	2	VER
voudras	vudRa	vouloir	VER	5249.3	26.03	0	7	0	0	2	VER
célèbre	selEbR	célèbre	ADJ	31.67	25.98	1	7	4	5	2	ADJ,VER
reconnu	R°kony	reconnaître	VER	140.73	25.93	0	7	7	6	3	VER,ADJ
dommage	domaZ	dommage	ONO	25.88	25.88	1	7	7	5	2	NOM,ONO
portait	pORtE	porter	VER	319.98	25.75	0	7	0	0	2	VER
restera	REst°Ra	rester	VER	1003.56	25.73	0	7	0	0	3	VER
fromage	fRomaZ	fromage	NOM	27.22	25.68	1	7	7	6	2	NOM
remonte	R°m§t	remonter	VER	71.33	25.55	0	7	7	5	2	NOM,VER
témoins	temw5	témoin	NOM	74.78	25.43	0	7	0	5	2	NOM
projets	pRoZE	projet	NOM	69.59	25.41	0	7	0	5	2	NOM
affreux	afR2	affreux	ADJ	34.96	25.34	1	7	7	4	2	ADJ,NOM
suicide	s8isid	suicide	NOM	27.33	25.34	1	7	7	6	2	NOM,VER
science	sj@s	science	NOM	32.97	25.28	1	7	7	4	1	NOM
amusant	amyz@	amusant	ADJ	29.36	25.24	1	7	5	5	3	ADJ,VER
traiter	tRete	traiter	VER	104.04	25.23	1	7	7	5	2	VER
préparé	pRepaRe	préparer	VER	174.33	25.19	0	7	0	7	3	VER
bêtises	betiz	bêtise	NOM	39.31	25.03	0	7	0	5	2	NOM
rentrée	R@tRe	rentrer	VER	532.51	25.0	0	7	7	5	2	VER,NOM
rentres	R@tR	rentrer	VER	532.51	24.9	0	7	0	0	1	VER
invités	5vite	invité	NOM	41.19	24.84	0	7	0	5	3	VER,ADJ,NOM
couloir	kulwaR	couloir	NOM	29.17	24.77	1	7	7	6	2	NOM
profond	pRof§	profond	ADJ	42.41	24.72	1	7	7	5	2	ADJ,ADV,NOM
surpris	syRpRi	surprendre	VER	56.8	24.64	0	7	7	6	2	VER,ADJ
donnera	dOn°Ra	donner	VER	1209.67	24.6	0	7	0	0	3	VER
secteur	sekt9R	secteur	NOM	26.5	24.57	1	7	6	5	2	NOM
voisins	vwaz5	voisin	NOM	56.0	24.33	0	7	0	5	2	ADJ,NOM
attrape	atRap	attraper	VER	112.52	24.29	0	7	7	5	2	NOM,VER
prévenu	pREv°ny	prévenir	VER	129.28	24.25	0	7	7	7	3	VER,ADJ,NOM
royaume	Rwajom	royaume	NOM	27.79	24.16	1	7	6	6	2	NOM
esprits	EspRi	esprit	NOM	155.82	24.12	0	7	0	5	2	NOM
désirez	deziRe	désirer	VER	65.63	23.85	0	7	0	6	3	VER
actrice	aktRis	acteur	NOM	74.77	23.83	0	7	0	0	2	NOM
prudent	pRyd@	prudent	ADJ	37.6	23.79	1	7	7	5	2	ADJ,NOM
normale	nORmal	normal	ADJ	127.15	23.74	0	7	7	6	2	ADJ,NOM
cousine	kuzin	cousin	NOM	73.87	23.72	0	7	0	0	2	NOM
période	peRjOd	période	NOM	25.65	23.72	1	7	7	5	2	NOM
parlera	paRl°Ra	parler	VER	1970.55	23.7	0	7	0	0	3	VER
menteur	m@t9R	menteur	NOM	36.64	23.57	1	7	6	4	2	ADJ,NOM
propose	pRopoz	proposer	VER	70.02	23.57	0	7	0	0	2	VER
revenue	R°v°ny	revenir	VER	618.62	23.46	0	7	0	6	3	VER,ADJ
risques	Risk	risque	NOM	69.33	23.36	0	7	0	4	1	NOM,VER
sentais	s@tE	sentir	VER	535.4	23.21	0	7	0	0	2	VER
inventé	5v@te	inventer	VER	53.96	23.2	0	7	0	5	3	VER
estomac	Estoma	estomac	NOM	23.56	23.06	1	7	7	6	3	NOM
anglais	@glE	anglais	ADJ	32.22	23.02	1	7	5	4	2	ADJ,NOM,VER
salaire	salER	salaire	NOM	26.43	22.99	1	7	6	5	2	NOM
reculez	R°kyle	reculer	VER	52.15	22.91	0	7	0	6	3	VER
mystère	mistER	mystère	NOM	28.03	22.9	1	7	5	5	2	NOM
croyait	kRwajE	croire	VER	1711.99	22.86	0	7	0	0	2	VER
suspect	syspE	suspect	NOM	32.45	22.86	1	7	7	5	2	ADJ,NOM
erreurs	ER9R	erreur	NOM	124.15	22.82	0	7	0	3	2	NOM
soigner	swaNe	soigner	VER	48.04	22.82	1	7	7	5	2	VER
pauvres	povR	pauvre	NOM	68.54	22.8	0	7	0	4	1	ADJ,NOM
attente	at@t	attente	NOM	25.07	22.77	1	7	7	4	2	NOM,VER
avancer	av@se	avancer	VER	95.62	22.65	1	7	7	5	3	VER
inviter	5vite	inviter	VER	116.83	22.63	1	7	7	5	3	VER
travaux	tRavo	travail	NOM	389.83	22.4	0	7	0	0	2	NOM
ouverte	uvERt	ouvrir	VER	413.32	22.29	0	7	0	0	2	ADJ,VER
répéter	Repete	répéter	VER	98.31	22.22	1	7	6	6	3	VER
piscine	pisin	piscine	NOM	23.62	22.19	1	7	6	5	2	NOM
origine	oRiZin	origine	NOM	28.07	22.18	1	7	7	6	3	NOM
secrets	s°kRE	secret	NOM	103.49	22.15	0	7	0	5	2	ADJ,NOM
arrange	aR@Z	arranger	VER	116.14	22.14	0	7	0	0	2	VER
nourrir	nuRiR	nourrir	VER	52.53	22.08	1	7	7	5	2	VER
comptes	k§t	compte	NOM	160.95	22.07	0	7	0	3	1	NOM,VER
absence	aps@s	absence	NOM	22.86	22.02	1	7	6	5	2	NOM
aimable	Emabl	aimable	ADJ	23.41	21.98	1	7	7	5	2	ADJ
voleurs	vol9R	voleur	NOM	68.18	21.91	0	7	0	4	2	ADJ,NOM
arrêtes	aREt	arrêter	VER	993.79	21.9	0	7	0	4	2	VER
chinois	Sinwa	chinois	NOM	24.73	21.88	1	7	7	5	2	ADJ,NOM
surface	syRfas	surface	NOM	22.7	21.85	1	7	7	6	2	NOM
magique	maZik	magique	ADJ	26.93	21.84	1	7	7	5	2	ADJ
au-delà	od°la	au-delà	ADV	21.77	21.77	1	7	6	5	3	ADV,NOM
restent	REst	rester	VER	1003.56	21.75	0	7	0	4	1	VER
vérifié	veRifje	vérifier	VER	110.87	21.64	0	7	7	7	3	VER,ADJ
divorce	divORs	divorce	NOM	23.23	21.64	1	7	7	6	2	NOM,VER
poussez	puse	pousser	VER	125.61	21.6	0	7	0	4	2	VER
absurde	apsyRd	absurde	ADJ	23.59	21.56	1	7	7	6	2	ADJ,NOM
traîner	tRene	traîner	VER	65.49	21.48	1	7	7	4	2	VER
comptez	k§te	compter	VER	227.78	21.36	0	7	0	4	2	VER
refuser	R°fyze	refuser	VER	143.96	21.34	1	7	6	5	3	VER
choisis	Swazi	choisir	VER	170.48	21.33	0	7	0	5	2	ADJ,VER
visiter	vizite	visiter	VER	34.92	21.23	1	7	7	6	3	VER
réalisé	Realize	réaliser	VER	71.27	21.23	0	7	7	7	4	VER,ADJ
bagnole	baNOl	bagnole	NOM	23.93	21.18	1	7	5	4	2	NOM
soudain	sud5	soudain	ADV	21.16	21.16	1	7	7	4	2	ADJ,ADV
réussir	ReysiR	réussir	VER	131.88	20.99	1	7	7	6	3	VER
serpent	sERp@	serpent	NOM	32.2	20.91	1	7	7	5	2	NOM
laissée	lese	laisser	VER	1334.1	20.9	0	7	7	4	2	VER
comédie	komedi	comédie	NOM	22.11	20.87	1	7	7	6	3	NOM
qualité	kalite	qualité	NOM	29.13	20.84	1	7	7	6	3	NOM
prenons	pR°n§	prendre	VER	1913.83	20.8	0	7	0	0	2	VER
devoirs	d°vwaR	devoir	NOM	63.59	20.7	0	7	0	4	2	NOM
appétit	apeti	appétit	NOM	20.98	20.68	1	7	7	5	3	NOM
salauds	salo	salaud	NOM	87.4	20.66	0	7	0	4	2	ADJ,NOM
troupes	tRup	troupe	NOM	30.93	20.64	0	7	0	4	1	NOM
vérifie	veRifi	vérifier	VER	110.87	20.47	0	7	0	0	3	VER
enlevez	@l°ve	enlever	VER	172.47	20.44	0	7	0	3	3	VER
chagrin	SagR5	chagrin	NOM	21.61	20.39	1	7	7	5	2	ADJ,NOM
séparer	sepaRe	séparer	VER	66.22	20.34	1	7	6	6	3	VER
produit	pRod8i	produire	VER	49.81	20.16	0	7	7	6	2	VER,ADJ,NOM
rejoins	R°Zw5	rejoindre	VER	96.98	20.16	0	7	0	5	2	VER
manques	m@k	manquer	VER	253.94	20.07	0	7	0	3	1	NOM,VER
tension	t@sj§	tension	NOM	21.28	20.05	1	7	7	5	2	NOM
données	done	donnée	NOM	20.92	20.05	0	7	0	4	2	VER,ADJ,NOM
attaqué	atake	attaquer	VER	99.63	20.04	0	7	0	5	3	VER
atteint	at5	atteindre	VER	61.83	19.99	0	7	7	3	2	VER,ADJ
avancez	av@se	avancer	VER	95.62	19.95	0	7	0	5	3	VER
blesser	blese	blesser	VER	103.74	19.93	1	7	6	5	2	VER
suivant	s8iv@	suivant	NOM	26.99	19.9	1	7	5	5	2	ADJ,ADV,NOM,PRE,VER
enterré	@teRe	enterrer	VER	63.68	19.9	0	7	7	5	3	VER,ADJ
emporte	@pORt	emporter	VER	69.02	19.89	0	7	0	0	2	VER
chasser	Sase	chasser	VER	54.93	19.86	1	7	7	4	2	VER
échappé	eSape	échapper	VER	95.07	19.84	0	7	7	5	3	VER,ADJ,NOM
voudrez	vudRe	vouloir	VER	5249.3	19.77	0	7	0	0	2	VER
donnent	dOn	donner	VER	1209.67	19.75	0	7	0	3	1	VER
quittez	kite	quitter	VER	276.23	19.72	0	7	0	4	2	VER
retenir	R°t°niR	retenir	VER	71.58	19.63	1	7	6	6	3	VER
couvrir	kuvRiR	couvrir	VER	88.29	19.57	1	7	6	5	2	VER
voyager	vwajaZe	voyager	VER	45.74	19.45	1	7	7	7	3	VER
cabinet	kabinE	cabinet	NOM	21.97	19.45	1	7	7	6	3	NOM
efforts	efOR	effort	NOM	42.7	19.44	0	7	0	4	2	NOM
actions	aksj§	action	NOM	69.27	19.3	0	7	0	5	2	NOM,VER
placard	plakaR	placard	NOM	21.47	19.26	1	7	7	6	2	NOM
domaine	domEn	domaine	NOM	21.57	19.21	1	7	5	5	2	NOM
attrapé	atRape	attraper	VER	112.52	19.2	0	7	0	6	3	VER
traître	tREtR	traître	NOM	26.36	19.18	1	7	7	5	1	ADJ,NOM
meurent	m9R	mourir	VER	916.4	19.13	0	7	0	0	1	VER
version	vERsj§	version	NOM	20.09	19.1	1	7	6	5	2	NOM
limites	limit	limite	NOM	32.77	19.09	0	7	0	5	2	NOM,VER
immense	im@s	immense	ADJ	21.56	19.01	1	7	7	4	2	ADJ
naturel	natyREl	naturel	ADJ	39.78	19.01	1	7	7	7	3	ADJ,NOM
engager	@gaZe	engager	VER	68.22	19.0	1	7	7	5	3	VER
sortent	sORt	sortir	VER	884.26	18.97	0	7	0	4	1	VER
annonce	an§s	annonce	NOM	23.76	18.93	1	7	7	4	2	NOM,VER
remplir	R@pliR	remplir	VER	61.21	18.92	1	7	7	6	2	VER
putains	pyt5	putain	NOM	306.74	18.91	0	7	0	4	2	NOM
bénisse	benis	bénir	VER	48.77	18.82	0	7	0	0	2	VER
culture	kyltyR	culture	NOM	22.65	18.76	1	7	7	6	2	NOM
survécu	syRveky	survivre	VER	63.62	18.74	0	7	0	0	3	VER
prenait	pR°nE	prendre	VER	1913.83	18.66	0	7	0	0	2	VER
tournée	tuRne	tournée	NOM	20.57	18.64	1	7	7	5	2	VER,ADJ,NOM
gardien	gaRdj5	gardien	NOM	31.92	18.55	1	7	7	6	2	ADJ,NOM
progrès	pRogRE	progrès	NOM	18.52	18.52	1	7	6	6	2	NOM
siècles	sjEkl	siècle	NOM	45.77	18.48	0	7	0	4	1	NOM
fatigué	fatige	fatigué	ADJ	35.86	18.46	1	7	7	6	3	VER,ADJ
liaison	ljEz§	liaison	NOM	20.34	18.41	1	7	4	4	2	NOM
restait	REstE	rester	VER	1003.56	18.34	0	7	0	0	2	VER
sortira	sORtiRa	sortir	VER	884.26	18.31	0	7	0	0	3	VER
bateaux	bato	bateau	NOM	124.82	18.27	0	7	0	4	2	NOM
bouffer	bufe	bouffer	VER	42.72	18.26	1	7	7	4	2	VER
arrangé	aR@Ze	arranger	VER	116.14	18.24	0	7	0	5	3	VER
soutien	sutj5	soutien	NOM	18.87	18.21	1	7	7	5	2	NOM
hauteur	ot9R	hauteur	NOM	19.99	18.19	1	7	6	3	2	NOM
serment	sERm@	serment	NOM	21.19	18.18	1	7	5	5	2	NOM
humains	ym5	humain	NOM	30.0	18.15	0	7	0	3	2	ADJ,NOM
dessous	d°su	dessous	NOM	18.14	18.14	1	7	7	4	2	ADV,NOM
furieux	fyRj2	furieux	ADJ	25.31	18.06	1	7	7	5	2	ADJ,NOM
section	seksj§	section	NOM	20.34	18.03	1	7	7	6	2	NOM
mettent	mEt	mettre	VER	1004.83	17.98	0	7	0	0	1	VER
vieille	vjEj	vieux	NOM	145.73	17.95	0	7	0	4	1	ADJ,NOM
acteurs	akt9R	acteur	NOM	74.77	17.92	0	7	0	4	2	NOM
inquiet	5kjE	inquiet	ADJ	34.96	17.9	1	7	6	4	2	ADJ,NOM
humains	ym5	humain	ADJ	107.1	17.85	0	7	0	3	2	ADJ,NOM
passons	pas§	passer	VER	1495.49	17.85	0	7	0	0	2	VER
possède	posEd	posséder	VER	42.76	17.8	0	7	0	0	2	VER
valises	valiz	valise	NOM	50.99	17.79	0	7	0	5	2	NOM
collier	kolje	collier	NOM	19.91	17.79	1	7	6	4	2	NOM
complet	k§plE	complet	ADJ	29.19	17.76	1	7	7	5	2	ADJ,NOM
comptes	k§t	compter	VER	227.78	17.74	0	7	0	3	1	NOM,VER
liquide	likid	liquide	NOM	18.41	17.74	1	7	7	5	2	ADJ,NOM,VER
pouviez	puvje	pouvoir	VER	5524.47	17.64	0	7	0	0	2	VER
deviner	d°vine	deviner	VER	72.77	17.6	1	7	7	6	3	VER
préféré	pRefeRe	préférer	VER	179.44	17.57	0	7	7	7	3	VER,ADJ,NOM
insiste	5sist	insister	VER	42.16	17.5	0	7	0	0	2	VER
musical	myzikal	musical	ADJ	24.76	17.5	1	7	7	7	3	ADJ
examens	Egzam5	examen	NOM	47.77	17.4	0	7	0	6	3	NOM
arrière	aRjER	arrière	ADJ	17.38	17.38	1	7	7	5	2	ADJ,ADV,NOM,ONO
parking	paRkiG	parking	NOM	18.23	17.38	1	7	7	6	2	NOM
trompes	tR§p	tromper	VER	149.09	17.21	0	7	0	4	1	NOM,VER
devenus	d°v°ny	devenir	VER	438.57	17.16	0	7	0	0	3	VER
vivants	viv@	vivant	ADJ	124.97	17.16	0	7	0	4	2	ADJ,NOM
démarre	demaR	démarrer	VER	35.67	17.11	0	7	0	0	2	VER
attirer	atiRe	attirer	VER	54.91	17.09	1	7	6	5	3	VER
proches	pROS	proche	ADJ	55.34	17.05	0	7	0	4	1	ADJ,NOM
accorde	akORd	accorder	VER	52.27	17.04	0	7	0	0	2	VER
meubles	m9bl	meuble	NOM	19.48	17.01	0	7	0	4	1	ADJ,NOM
pleures	pl9R	pleurer	VER	191.64	17.0	0	7	0	4	1	VER
habille	abij	habiller	VER	58.27	16.95	0	7	0	0	2	VER
épreuve	epR9v	épreuve	NOM	23.43	16.88	1	7	5	4	2	NOM
automne	otOn	automne	NOM	16.91	16.88	1	7	7	4	2	NOM
proposé	pRopoze	proposer	VER	70.02	16.86	0	7	7	7	3	VER,ADJ
moderne	modERn	moderne	ADJ	21.3	16.77	1	7	7	6	2	ADJ,NOM
échappe	eSap	échapper	VER	95.07	16.76	0	7	0	0	2	VER
écraser	ekRaze	écraser	VER	54.42	16.75	1	7	7	6	3	VER
permets	pERmE	permettre	VER	172.86	16.7	0	7	0	0	2	VER
ordonne	ORdOn	ordonner	VER	36.73	16.69	0	7	0	0	2	VER
sauvage	sovaZ	sauvage	ADJ	24.68	16.67	1	7	7	5	2	ADJ,NOM
ouverte	uvERt	ouvert	ADJ	39.97	16.67	0	7	0	0	2	ADJ,VER
attaque	atak	attaquer	VER	99.63	16.63	0	7	7	4	2	NOM,VER
pasteur	past9R	pasteur	NOM	17.74	16.61	1	7	7	6	2	NOM
langage	l@gaZ	langage	NOM	16.68	16.56	1	7	7	4	2	NOM
bonbons	b§b§	bonbon	NOM	23.45	16.55	0	7	0	4	2	NOM
pilules	pilyl	pilule	NOM	22.64	16.54	0	7	0	4	2	NOM
pension	p@sj§	pension	NOM	17.75	16.45	1	7	7	5	2	NOM
baissez	bEse	baisser	VER	63.69	16.45	0	7	0	0	2	VER
partage	paRtaZ	partager	VER	79.08	16.43	0	7	7	6	2	NOM,VER
marques	maRk	marque	NOM	40.29	16.39	0	7	0	4	1	NOM,VER
restons	REst§	rester	VER	1003.56	16.36	0	7	0	0	2	VER
panique	panik	panique	NOM	16.23	16.17	1	7	7	5	2	NOM,VER
essaies	EsE	essayer	VER	670.4	16.09	0	7	0	0	2	VER
couvent	kuv@	couvent	NOM	16.83	16.09	1	7	7	4	2	VER,NOM
légende	leZ@d	légende	NOM	20.41	16.07	1	7	7	5	2	NOM
sociale	sosjal	social	ADJ	34.4	16.06	0	7	0	6	2	ADJ
bagarre	bagaR	bagarre	NOM	19.24	16.05	1	7	7	5	2	NOM,VER
douceur	dus9R	douceur	NOM	16.87	16.02	1	7	6	4	2	NOM
cravate	kRavat	cravate	NOM	17.92	15.99	1	7	7	6	2	NOM,VER
faisiez	f°zje	faire	VER	8813.48	15.98	0	7	0	0	2	VER
donnait	donE	donner	VER	1209.67	15.97	0	7	0	0	2	VER
injuste	5Zyst	injuste	ADJ	17.46	15.94	1	7	7	5	2	ADJ
géniale	Zenjal	génial	ADJ	134.47	15.86	0	7	0	6	2	ADJ
tournez	tuRne	tourner	VER	204.15	15.82	0	7	0	5	2	VER
mettons	mEt§	mettre	VER	1004.83	15.8	0	7	0	0	2	VER
congrès	k§gRE	congrès	NOM	15.77	15.77	1	7	6	5	2	NOM
avocats	avoka	avocat	NOM	112.69	15.76	0	7	0	5	3	NOM
plateau	plato	plateau	NOM	17.17	15.73	1	7	7	5	2	NOM
tempête	t@pEt	tempête	NOM	19.73	15.72	1	7	7	4	2	NOM,VER
visages	vizaZ	visage	NOM	141.23	15.71	0	7	0	5	2	NOM
occupée	okype	occuper	VER	375.14	15.71	0	7	0	5	3	VER,ADJ
parlant	paRl@	parler	VER	1970.55	15.7	0	7	7	5	2	ADJ,NOM,VER
espérer	EspeRe	espérer	VER	301.08	15.65	1	7	6	6	3	VER
afin de	af5d°	afin de	PRE	15.64	15.64	1	7	7	5	3	PRE
oignons	ON§	oignon	NOM	19.98	15.63	0	7	0	2	2	NOM,VER
colline	kolin	colline	NOM	26.39	15.61	1	7	6	5	2	NOM
charger	SaRZe	charger	VER	93.02	15.58	1	7	7	5	2	VER
malades	malad	malade	NOM	41.24	15.57	0	7	0	5	2	ADJ,NOM
éclater	eklate	éclater	VER	41.33	15.52	1	7	7	6	3	VER
esclave	Esklav	esclave	NOM	37.52	15.51	1	7	7	6	2	ADJ,NOM
ajouter	aZute	ajouter	VER	38.88	15.45	1	7	7	5	3	VER
grosses	gRos	gros	ADJ	266.95	15.41	0	7	0	0	1	ADJ,NOM
occupez	okype	occuper	VER	375.14	15.36	0	7	0	5	3	VER
oublies	ubli	oublier	VER	486.96	15.34	0	7	0	4	2	NOM,VER
vampire	v@piR	vampire	NOM	27.27	15.29	1	7	7	5	2	NOM
enfermé	@fERme	enfermer	VER	58.81	15.25	0	7	7	6	3	VER,ADJ
atelier	at°lje	atelier	NOM	16.95	15.21	1	7	5	5	3	NOM
sincère	s5sER	sincère	ADJ	19.51	15.2	1	7	7	5	2	ADJ
détends	det@	détendre	VER	44.39	15.11	0	7	0	0	2	VER
déposer	depoze	déposer	VER	53.09	15.03	1	7	7	6	3	VER
marquis	maRki	marquis	NOM	16.69	14.98	1	7	7	5	2	NOM
suprême	sypREm	suprême	ADJ	15.26	14.98	1	7	7	6	2	ADJ
termine	tERmin	terminer	VER	142.38	14.9	0	7	0	0	2	VER
analyse	analiz	analyse	NOM	23.26	14.87	1	7	7	6	3	NOM,VER
discute	diskyt	discuter	VER	96.42	14.75	0	7	0	0	2	VER
anciens	@sj5	ancien	ADJ	73.16	14.72	0	7	0	4	2	ADJ,NOM
drapeau	dRapo	drapeau	NOM	19.69	14.66	1	7	6	5	2	NOM
réservé	RezERve	réserver	VER	34.31	14.65	0	7	7	7	3	VER,ADJ
ceux-là	s2la	ceux-là	PRO:dem	14.65	14.65	1	7	6	4	2	PRO:dem
produit	pRod8i	produit	NOM	28.8	14.64	1	7	7	6	2	VER,ADJ,NOM
chinois	Sinwa	chinois	ADJ	21.34	14.63	1	7	7	5	2	ADJ,NOM
couvert	kuvER	couvrir	VER	88.29	14.62	0	7	7	5	2	ADJ,NOM,VER
rappelé	Rap°le	rappeler	VER	281.75	14.6	0	7	7	5	3	VER,ADJ
dignité	diNite	dignité	NOM	14.61	14.59	1	7	7	6	3	NOM
maximum	maksimOm	maximum	NOM	14.79	14.55	1	7	6	7	3	ADJ,NOM
caméras	kameRa	caméra	NOM	56.18	14.54	0	7	0	6	3	NOM
paierai	pERE	payer	VER	416.68	14.53	0	7	0	0	2	VER
épaules	epol	épaule	NOM	32.41	14.5	0	7	0	4	2	NOM,VER
réserve	RezERv	réserve	NOM	21.11	14.47	1	7	7	6	2	NOM,VER
abattre	abatR	abattre	VER	43.47	14.43	1	7	6	5	2	VER
secrète	s°kREt	secret	ADJ	62.68	14.43	0	7	7	6	2	ADJ,NOM,VER
servent	sERv	servir	VER	309.81	14.43	0	7	0	4	1	VER
sachant	saS@	savoir	VER	4516.71	14.39	0	7	0	0	2	VER
dormais	dORmE	dormir	VER	392.09	14.36	0	7	0	0	2	VER
flammes	flam	flamme	NOM	26.93	14.32	0	7	0	4	1	NOM
correct	koREkt	correct	ADJ	19.24	14.32	1	7	7	6	2	ADJ
reverra	R°vERa	revoir	VER	162.84	14.31	0	7	0	0	3	VER
reprend	R°pR@	reprendre	VER	126.92	14.24	0	7	0	0	2	VER
groupes	gRup	groupe	NOM	104.38	14.21	0	7	0	4	1	NOM
jalouse	Zaluz	jaloux	ADJ	44.67	14.2	0	7	0	0	2	ADJ,NOM
matière	matjER	matière	NOM	16.99	14.2	1	7	5	4	2	NOM
partent	paRt	partir	VER	1111.97	14.19	0	7	0	4	1	VER
associé	asosje	associé	NOM	22.51	14.18	1	7	7	6	3	VER,ADJ,NOM
dépasse	depas	dépasser	VER	42.62	14.14	0	7	0	0	2	VER
indique	5dik	indiquer	VER	36.49	14.13	0	7	0	4	2	VER
auberge	obERZ	auberge	NOM	14.44	14.12	1	7	7	5	2	NOM
ordures	ORdyR	ordure	NOM	31.07	14.1	0	7	0	5	2	NOM
annuler	anyle	annuler	VER	42.11	14.08	1	7	6	5	3	VER
annonce	an§s	annoncer	VER	55.67	14.07	0	7	7	4	2	NOM,VER
éternel	etERnEl	éternel	ADJ	30.53	14.06	1	7	7	7	3	ADJ,NOM
oxygène	OksiZEn	oxygène	NOM	14.03	14.03	1	7	5	6	3	NOM,VER
émotion	emosj§	émotion	NOM	26.33	14.03	1	7	7	6	3	NOM
semblez	s@ble	sembler	VER	229.25	14.02	0	7	0	5	2	VER
aimerai	Em°RE	aimer	VER	1655.07	13.99	0	7	0	0	3	VER
gentils	Z@ti	gentil	ADJ	192.64	13.98	0	7	0	4	2	ADJ,NOM
lecture	lEktyR	lecture	NOM	15.8	13.97	1	7	5	5	2	NOM
cendres	s@dR	cendre	NOM	17.18	13.95	0	7	0	4	1	NOM
diriger	diRiZe	diriger	VER	65.1	13.94	1	7	7	6	3	VER
pensons	p@s§	penser	VER	1485.47	13.89	0	7	0	0	2	VER
terreur	tER9R	terreur	NOM	15.18	13.87	1	7	7	4	2	NOM
ramasse	Ramas	ramasser	VER	43.76	13.87	0	7	0	0	2	VER
suffira	syfiRa	suffire	VER	232.08	13.85	0	7	0	0	3	VER
accueil	ak9j	accueil	NOM	13.83	13.83	1	7	7	4	2	NOM
méthode	metOd	méthode	NOM	24.87	13.83	1	7	7	4	2	NOM
puisses	p8is	pouvoir	VER	5524.47	13.79	0	7	0	0	1	VER
plainte	pl5t	plaindre	VER	61.25	13.79	0	7	7	4	1	VER,NOM
logique	loZik	logique	ADJ	14.4	13.79	1	7	7	5	2	ADJ,NOM
mangent	m@Z	manger	VER	467.82	13.77	0	7	0	0	1	VER
préféré	pRefeRe	préféré	ADJ	27.42	13.76	1	7	7	7	3	VER,ADJ,NOM
