ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
gênes	ZEn	gêne	NOM	3.62	0.62	0	5	0	3	1	NOM,VER
obèse	obEz	obèse	NOM	0.9	0.62	1	5	3	4	2	ADJ,NOM
tarit	taRi	tarir	VER	1.83	0.62	0	5	0	4	2	VER
pulpe	pylp	pulpe	NOM	0.72	0.62	1	5	5	4	1	NOM
pesée	p°ze	pesée	NOM	0.61	0.61	1	5	4	3	2	VER,NOM
mania	manja	manier	VER	5.7	0.61	0	5	0	0	2	VER
lient	li	lier	VER	37.17	0.61	0	5	0	2	1	VER
sauva	sova	sauver	VER	246.54	0.61	0	5	0	0	2	VER
ruser	Ryze	ruser	VER	3.12	0.61	1	5	5	4	2	VER
orque	ORk	orque	NOM	1.43	0.61	1	5	3	3	1	NOM
apéro	apeRo	apéro	NOM	0.78	0.61	1	5	5	5	3	NOM
dotés	dote	doter	VER	4.08	0.61	0	5	0	4	2	VER,ADJ
verso	vERso	verso	NOM	0.62	0.61	1	5	5	5	2	NOM
ardue	aRdy	ardu	ADJ	1.42	0.61	0	5	0	4	2	ADJ
sauce	sos	saucer	VER	0.69	0.61	0	5	5	3	1	NOM,VER
condo	k§do	condo	NOM	1.01	0.61	1	5	5	4	2	NOM
carry	kaRi	carry	NOM	0.61	0.61	1	5	5	4	2	NOM
turco	tyRko	turco	NOM	0.61	0.61	1	5	5	5	2	NOM
adage	adaZ	adage	NOM	0.62	0.61	1	5	5	4	2	NOM
pèses	pEz	peser	VER	23.41	0.61	0	5	0	3	1	VER
pivot	pivo	pivot	NOM	0.68	0.61	1	5	5	4	2	NOM
tongs	t§g	tong	NOM	1.73	0.61	0	5	0	3	1	NOM
néons	ne§	néon	NOM	1.81	0.61	0	5	0	3	2	NOM
potin	pot5	potin	NOM	2.02	0.61	1	5	5	4	2	NOM
moose	muz	moose	ADJ	0.6	0.6	1	5	5	3	1	ADJ
rayez	Reje	rayer	VER	7.42	0.6	0	5	0	4	2	VER
tissu	tisy	tissu	ADJ	0.98	0.6	1	5	5	4	2	ADJ,NOM
nasal	nazal	nasal	ADJ	1.56	0.6	1	5	5	5	2	ADJ,NOM
paons	p@	paon	NOM	1.3	0.6	0	5	0	2	1	NOM
râles	Ral	râler	VER	6.61	0.6	0	5	0	3	1	NOM,VER
chipé	Sipe	chiper	VER	2.34	0.6	0	5	0	4	2	VER
papes	pap	pape	NOM	7.17	0.6	0	5	0	3	1	NOM
rirez	RiRe	rire	VER	140.24	0.6	0	5	0	0	2	VER
bandé	b@de	bander	VER	14.5	0.6	0	5	5	4	2	VER,ADJ
mande	m@d	mander	VER	1.26	0.6	0	5	0	0	1	VER
boxon	bOks§	boxon	NOM	0.62	0.6	1	5	4	5	2	NOM
pêche	pES	pêche	ADJ	0.6	0.6	1	5	5	3	1	ADJ,NOM,VER
apnée	apne	apnée	NOM	0.6	0.6	1	5	3	3	2	NOM
muses	myz	muse	NOM	2.42	0.6	0	5	0	3	1	NOM
étage	etaZ	étager	VER	0.73	0.6	0	5	5	4	2	NOM,VER
pubis	pybis	pubis	NOM	0.59	0.59	1	5	5	4	2	NOM
galas	gala	gala	NOM	3.9	0.59	0	5	0	4	2	NOM
usant	yz@	user	VER	13.58	0.59	0	5	4	3	2	ADJ,VER
gnons	N§	gnon	NOM	1.02	0.59	0	5	0	2	1	NOM
déchu	deSy	déchu	ADJ	1.1	0.59	1	5	5	4	2	VER,ADJ
infra	5fRa	infra	ADV	0.59	0.59	1	5	5	4	2	ADV
ferma	fERma	fermer	VER	238.65	0.59	0	5	0	0	2	VER
nuira	n8iRa	nuire	VER	14.74	0.59	0	5	0	0	2	VER
loues	lu	louer	VER	48.08	0.58	0	5	0	2	1	VER
minot	mino	minot	NOM	0.58	0.58	1	5	5	4	2	NOM
lotus	lotys	lotus	NOM	0.58	0.58	1	5	4	4	2	NOM
zoome	zum	zoomer	VER	1.49	0.58	0	5	0	3	1	VER
prolo	pRolo	prolo	NOM	0.9	0.58	1	5	5	5	2	NOM
serra	sERa	serrer	VER	50.99	0.58	0	5	5	4	2	NOM,VER
plaça	plasa	placer	VER	52.94	0.58	0	5	0	0	2	VER
miner	mine	miner	VER	4.83	0.58	1	5	5	4	2	VER
flats	fla	flat	ADJ	1.61	0.58	0	5	0	3	1	ADJ,NOM
nacre	nakR	nacre	NOM	0.58	0.58	1	5	5	4	1	NOM
levés	l°ve	lever	VER	165.98	0.58	0	5	0	4	2	VER,ADJ,NOM
nages	naZ	nager	VER	30.36	0.58	0	5	0	3	1	NOM,VER
ourse	uRs	ours	NOM	24.57	0.58	0	5	0	3	1	NOM
boucs	buk	bouc	NOM	8.49	0.57	0	5	0	3	1	NOM
cucul	kyky	cucul	ADJ	0.57	0.57	1	5	5	4	2	ADJ
mante	m@t	mante	NOM	0.72	0.57	1	5	5	3	1	NOM
soudé	sude	souder	VER	3.2	0.57	0	5	5	4	2	VER,ADJ
state	stEjt	stater	VER	0.58	0.57	0	5	0	0	1	VER
niais	njE	niais	NOM	0.82	0.57	1	5	5	3	1	ADJ,NOM,VER
burin	byR5	burin	NOM	0.59	0.57	1	5	5	4	2	NOM
perme	pERm	perme	NOM	0.58	0.57	1	5	5	4	1	NOM
pétée	pete	péter	VER	31.66	0.57	0	5	0	4	2	VER,ADJ
bénin	ben5	bénin	ADJ	1.56	0.56	1	5	5	4	2	ADJ
cakes	kEk	cake	NOM	3.13	0.56	0	5	0	3	1	NOM
émail	emaj	émail	NOM	0.57	0.56	1	5	5	4	2	NOM
moisi	mwazi	moisir	VER	3.85	0.56	0	5	5	5	2	ADJ,NOM,VER
murée	myRe	murer	VER	1.39	0.56	0	5	0	4	2	VER
pater	patER	pater	NOM	0.56	0.56	1	5	5	5	2	NOM
bique	bik	bique	NOM	0.94	0.56	1	5	5	3	1	NOM
turcs	tyRk	turc	ADJ	4.25	0.56	0	5	0	4	1	ADJ,NOM
canin	kan5	canin	ADJ	0.76	0.56	1	5	5	4	2	ADJ
vanné	vane	vanner	VER	1.32	0.56	0	5	5	4	2	VER,ADJ
enfle	@fl	enfler	VER	2.27	0.56	0	5	0	0	1	VER
valut	valy	valoir	VER	236.07	0.56	0	5	0	0	2	VER
sigle	sigl	sigle	NOM	0.7	0.56	1	5	4	4	1	NOM
acres	akR	acre	NOM	0.83	0.56	0	5	0	3	1	NOM
turne	tyRn	turne	NOM	0.56	0.56	1	5	5	4	1	NOM
silos	silo	silo	NOM	1.23	0.56	0	5	0	4	2	NOM
réélu	Reely	réélire	VER	0.94	0.56	0	5	5	5	3	VER,ADJ,NOM
vénus	venys	vénus	NOM	0.56	0.56	1	5	5	5	2	NOM
brode	bROd	broder	VER	3.52	0.56	0	5	0	0	1	VER
nocif	nosif	nocif	ADJ	1.53	0.56	1	5	5	5	2	ADJ
notés	note	noter	VER	31.24	0.56	0	5	0	4	2	VER,ADJ
pâtir	patiR	pâtir	VER	1.41	0.56	1	5	5	5	2	VER
divas	diva	diva	NOM	4.16	0.56	0	5	0	4	2	NOM
codée	kode	codé	ADJ	2.26	0.56	0	5	0	4	2	VER,ADJ
lacer	lase	lacer	VER	0.81	0.56	1	5	5	4	2	VER
ortho	ORto	ortho	ADV	0.56	0.56	1	5	5	4	2	ADV
honni	oni	honni	ADJ	0.56	0.55	1	5	5	3	2	ADJ,VER
nabab	nabab	nabab	NOM	0.72	0.55	1	5	4	4	2	NOM
faims	f5	faim	NOM	128.04	0.55	0	5	0	2	1	NOM
longe	l§Z	longer	VER	2.98	0.55	0	5	5	3	1	NOM,VER
germe	ZERm	germe	NOM	1.98	0.55	1	5	5	4	1	NOM,VER
gaîté	gete	gaîté	NOM	0.55	0.55	1	5	4	4	2	NOM
képis	kepi	képi	NOM	2.39	0.55	0	5	0	3	2	NOM
alité	alite	aliter	VER	0.9	0.55	0	5	0	5	3	VER
kebab	kebab	kebab	NOM	0.78	0.55	1	5	4	4	2	NOM
broyé	bRwaje	broyer	VER	4.08	0.55	0	5	5	6	2	VER,ADJ
lange	l@Z	langer	VER	1.06	0.55	0	5	5	3	1	NOM,VER
fades	fad	fade	ADJ	2.06	0.55	0	5	0	3	1	ADJ,NOM
gorge	gORZ	gorger	VER	1.52	0.55	0	5	5	4	1	NOM,VER
têtus	tety	têtu	ADJ	9.78	0.55	0	5	0	4	2	ADJ
guppy	gypi	guppy	NOM	0.55	0.55	1	5	3	3	2	NOM
reçue	R°sy	reçu	ADJ	17.39	0.55	0	5	0	4	2	VER,ADJ
gnole	Nol	gnole	NOM	0.55	0.55	1	5	4	3	1	NOM
sonde	s§d	sonder	VER	3.31	0.55	0	5	5	3	1	NOM,VER
cuvée	kyve	cuvée	NOM	0.57	0.55	1	5	4	4	2	VER,NOM
lunch	l9ntS	lunch	NOM	0.54	0.54	1	5	5	3	1	NOM
stick	stik	stick	NOM	0.78	0.54	1	5	5	4	1	NOM
gadjo	gadZo	gadjo	NOM	0.54	0.54	1	5	4	5	2	NOM
boots	buts	boots	NOM	0.54	0.54	1	5	5	4	1	NOM
tabou	tabu	tabou	NOM	1.18	0.54	1	5	5	4	2	ADJ,NOM
table	tabl	tabler	VER	0.95	0.54	0	5	5	4	1	NOM,VER
fisse	fis	faire	VER	8813.48	0.54	0	5	0	3	1	VER
gâtés	gate	gâté	ADJ	3.66	0.54	0	5	0	4	2	VER,ADJ
serbe	sERb	serbe	NOM	2.85	0.54	1	5	5	4	1	ADJ,NOM
galet	galE	galet	NOM	1.18	0.54	1	5	5	4	2	NOM
dixit	diksit	dixit	ADJ	0.54	0.54	1	5	5	6	2	ADJ
pâlir	paliR	pâlir	VER	1.19	0.54	1	5	5	5	2	VER
igloo	iglu	igloo	NOM	1.08	0.54	1	5	3	3	2	NOM
soifs	swaf	soif	NOM	31.82	0.54	0	5	0	4	1	NOM
cégep	seZEp	cégep	NOM	0.54	0.54	1	5	4	4	2	NOM
bondé	b§de	bondé	ADJ	0.88	0.54	1	5	5	4	2	VER,ADJ
bobos	bobo	bobo	NOM	2.42	0.53	0	5	0	4	2	NOM
cuves	kyv	cuve	NOM	1.38	0.53	0	5	0	3	1	NOM
tamis	tami	tamis	NOM	0.53	0.53	1	5	5	4	2	NOM
berné	bERne	berner	VER	3.56	0.53	0	5	0	5	2	VER
citée	site	citer	VER	17.51	0.53	0	5	0	4	2	VER,ADJ
faste	fast	faste	ADJ	0.57	0.53	1	5	5	4	1	ADJ,NOM
vomis	vomi	vomi	NOM	3.52	0.53	0	5	0	4	2	NOM,VER
grêle	gREl	grêle	ADJ	0.54	0.53	1	5	5	4	1	ADJ,NOM,VER
sable	sabl	sable	ADJ	0.53	0.53	1	5	5	4	1	ADJ,NOM,VER
nagez	naZe	nager	VER	30.36	0.53	0	5	0	4	2	VER
rêvée	Reve	rêver	VER	122.95	0.53	0	5	0	4	2	VER,ADJ
punis	pyni	puni	ADJ	1.82	0.53	0	5	0	4	2	ADJ,VER
limon	lim§	limon	NOM	0.53	0.53	1	5	5	4	2	NOM
plate	plat	plate	NOM	0.54	0.52	1	5	5	4	1	ADJ,NOM
aspic	aspik	aspic	NOM	0.54	0.52	1	5	5	5	2	NOM
rusée	Ryze	rusé	ADJ	3.27	0.52	0	5	0	4	2	VER,ADJ,NOM
manne	man	manne	NOM	0.65	0.52	1	5	5	3	1	NOM
rugir	RyZiR	rugir	VER	1.73	0.52	1	5	5	5	2	VER
dévie	devi	dévier	VER	3.04	0.52	0	5	0	0	2	VER
dorés	doRe	dorer	VER	2.67	0.52	0	5	0	4	2	VER,ADJ
eusse	ys	avoir	AUX	18559.22	0.52	0	5	0	2	1	AUX,VER
derme	dERm	derme	NOM	0.52	0.52	1	5	5	4	1	NOM
piste	pist	pister	VER	1.9	0.52	0	5	5	4	1	NOM,VER
priée	pRije	prier	VER	313.12	0.52	0	5	0	5	2	VER
huard	8aR	huard	NOM	0.59	0.52	1	5	5	2	1	NOM
férié	feRje	férié	ADJ	0.97	0.52	1	5	5	5	2	ADJ
nenni	nEni	nenni	ADV	0.52	0.52	1	5	3	3	2	ADV
formé	fORme	formé	ADJ	0.93	0.52	1	5	5	5	2	VER,ADJ
lopin	lop5	lopin	NOM	0.62	0.52	1	5	4	4	2	NOM
rossé	Rose	rosser	VER	2.49	0.52	0	5	0	4	2	VER
jumbo	dZ9mbo	jumbo	NOM	0.52	0.52	1	5	4	5	2	NOM
abats	aba	abat	NOM	0.65	0.52	0	5	0	3	2	NOM,VER
kippa	kipa	kippa	NOM	0.52	0.52	1	5	5	4	2	NOM
haïra	aiRa	haïr	VER	55.42	0.52	0	5	0	0	3	VER
noyer	nwaje	noyer	NOM	0.55	0.52	1	5	4	5	2	NOM,VER
puant	p8@	puer	VER	36.29	0.52	0	5	5	3	1	ADJ,VER
hampe	@p	hampe	NOM	0.52	0.52	1	5	4	2	1	NOM
grive	gRiv	grive	NOM	1.73	0.52	1	5	5	4	1	NOM
mises	miz	mise	ADJ	1.08	0.52	0	5	0	3	1	VER,ADJ,NOM
expos	Ekspo	expo	NOM	3.77	0.51	0	5	0	5	2	NOM
armes	aRm	armer	VER	29.77	0.51	0	5	0	3	1	NOM,VER
païen	paj5	païen	ADJ	1.39	0.51	1	5	3	4	2	ADJ,NOM
frite	fRit	frite	ADJ	3.98	0.51	1	5	5	4	1	ADJ,NOM
kyste	kist	kyste	NOM	0.57	0.51	1	5	5	4	1	NOM
tétée	tete	tétée	NOM	0.63	0.51	1	5	4	4	2	VER,NOM
avare	avaR	avare	NOM	0.64	0.51	1	5	5	4	2	ADJ,NOM
dièse	djEz	diéser	VER	0.51	0.51	0	5	4	4	1	NOM,VER
class	klas	class	ADJ	0.51	0.51	1	5	5	4	1	ADJ
pâque	pak	pâque	NOM	0.51	0.51	1	5	5	3	1	NOM
ébène	ebEn	ébène	NOM	0.51	0.51	1	5	3	4	2	ADJ,NOM
cuver	kyve	cuver	VER	1.1	0.51	1	5	5	4	2	VER
tondu	t§dy	tondu	ADJ	0.74	0.51	1	5	5	4	2	VER,ADJ
vigie	viZi	vigie	NOM	0.68	0.51	1	5	5	4	2	NOM
glèbe	glEb	glèbe	NOM	0.51	0.51	1	5	4	4	1	NOM
déchu	deSy	déchoir	VER	0.92	0.51	0	5	5	4	2	VER,ADJ
fêlée	fele	fêler	VER	1.74	0.5	0	5	0	4	2	VER,ADJ,NOM
sciés	sje	scier	VER	5.01	0.5	0	5	0	3	1	VER
cheap	tSip	cheap	ADJ	0.5	0.5	1	5	4	4	1	ADJ,NOM
prude	pRyd	prude	ADJ	0.52	0.5	1	5	5	4	1	ADJ,NOM
limer	lime	limer	VER	1.07	0.5	1	5	5	4	2	VER
pouce	pus	pouce	ONO	0.5	0.5	1	5	5	3	1	NOM,ONO
aimés	eme	aimé	ADJ	10.96	0.5	0	5	0	3	2	VER,ADJ
tiare	tjaR	tiare	NOM	0.51	0.5	1	5	5	4	1	NOM
cocus	koky	cocu	NOM	3.78	0.5	0	5	0	4	2	ADJ,NOM
épicé	epise	épicer	VER	1.04	0.5	0	5	5	5	3	VER,ADJ
caste	kast	caste	NOM	0.73	0.5	1	5	5	4	1	NOM
sonné	sone	sonné	ADJ	0.66	0.5	1	5	5	4	2	VER,ADJ
cumin	kym5	cumin	NOM	0.5	0.5	1	5	4	4	2	NOM
régis	ReZi	régir	VER	3.1	0.5	0	5	0	4	2	VER
jauni	Zoni	jaunir	VER	0.92	0.5	0	5	5	4	2	ADJ,VER
jadis	Zadis	jadis	ADJ	0.5	0.5	1	5	4	4	2	ADJ,ADV
leste	lEst	leste	ADJ	0.61	0.5	1	5	5	4	1	ADJ,VER
butes	byt	buter	VER	31.86	0.5	0	5	0	3	1	VER
maton	mat§	maton	NOM	1.41	0.5	1	5	5	4	2	NOM
gaver	gave	gaver	VER	4.19	0.5	1	5	5	4	2	VER
usées	yze	usé	ADJ	2.49	0.5	0	5	0	3	2	VER,ADJ
purge	pyRZ	purge	NOM	1.34	0.5	1	5	5	4	1	NOM,VER
tarés	taRe	tarer	VER	6.08	0.49	0	5	0	4	2	VER,ADJ,NOM
butée	byte	buter	VER	31.86	0.49	0	5	5	4	2	VER,ADJ,NOM
rivés	Rive	river	VER	3.47	0.49	0	5	0	4	2	VER
dogme	dOgm	dogme	NOM	0.63	0.49	1	5	5	4	1	NOM
figée	fiZe	figer	VER	4.49	0.49	0	5	0	3	2	VER,ADJ
pépée	pepe	pépée	NOM	0.69	0.49	1	5	5	4	2	NOM
tares	taR	tare	NOM	1.56	0.49	0	5	0	3	1	NOM,VER
gênés	Zene	gêné	ADJ	4.67	0.49	0	5	0	4	2	VER,ADJ
ultra	yltRa	ultra	NOM	0.49	0.49	1	5	5	5	2	ADJ,NOM
selle	sEl	seller	VER	1.81	0.49	0	5	5	3	1	NOM,VER
salés	sale	salé	ADJ	4.47	0.49	0	5	0	4	2	VER,ADJ,NOM
mémos	memo	mémo	NOM	3.21	0.49	0	5	0	4	2	NOM
frisé	fRize	friser	VER	2.54	0.48	0	5	5	5	2	VER,ADJ
dévot	devo	dévot	NOM	0.89	0.48	1	5	5	4	2	ADJ,NOM
plume	plym	plumer	VER	2.44	0.48	0	5	5	4	1	NOM,VER
plane	plan	plane	NOM	0.48	0.48	1	5	5	4	1	ADJ,NOM,VER
émets	emE	émettre	VER	9.45	0.48	0	5	0	0	2	VER
corso	kORso	corso	NOM	0.48	0.48	1	5	5	5	2	NOM
payes	pej	paye	NOM	10.01	0.48	0	5	0	0	1	NOM,VER
tanne	tan	tanne	NOM	0.54	0.48	1	5	5	3	1	NOM
sapes	sap	sape	NOM	0.59	0.48	0	5	0	3	1	NOM,VER
facho	faSo	facho	NOM	1.17	0.48	1	5	4	4	2	ADJ,NOM
faste	fast	faste	NOM	0.48	0.48	1	5	5	4	1	ADJ,NOM
lopes	lOp	lope	NOM	1.01	0.48	0	5	0	3	1	NOM
blaze	blaz	blaze	NOM	0.53	0.48	1	5	5	4	1	NOM
skins	skin	skin	NOM	0.93	0.48	0	5	0	4	1	NOM
perse	pERs	perse	ADJ	0.92	0.48	1	5	5	4	1	ADJ
cures	kyR	cure	NOM	6.08	0.48	0	5	0	3	1	NOM,VER
salua	sal8a	saluer	VER	45.09	0.48	0	5	0	0	2	VER
dégel	deZEl	dégel	NOM	0.47	0.47	1	5	5	5	2	NOM
hadji	adZi	hadji	NOM	0.47	0.47	1	5	5	4	2	NOM
texan	tEks@	texan	NOM	0.95	0.47	1	5	4	5	2	ADJ,NOM
pôles	pol	pôle	NOM	3.59	0.47	0	5	0	3	1	NOM
rêche	RES	rêche	ADJ	0.51	0.47	1	5	3	3	1	ADJ
jeeps	dZip	jeep	NOM	4.65	0.47	0	5	0	4	1	NOM
écrie	ekRi	écrier	VER	1.75	0.47	0	5	0	4	2	VER
conté	k§te	conter	VER	3.76	0.47	0	5	0	4	2	VER
camée	kame	camée	NOM	0.58	0.47	1	5	5	4	2	VER,ADJ,NOM
morde	mORd	mordre	VER	44.85	0.47	0	5	0	0	1	VER
field	fild	field	NOM	0.47	0.47	1	5	5	4	1	NOM
audit	odit	audit	NOM	0.54	0.47	1	5	5	4	2	NOM,PRE
lotis	loti	loti	ADJ	0.69	0.47	0	5	0	4	2	ADJ,VER
quite	kwit2	quite	NOM	0.47	0.47	1	5	5	4	2	NOM
tiers	tjER	tiers	ADJ	0.78	0.47	1	5	5	4	1	ADJ,NOM
laqué	lake	laqué	ADJ	0.66	0.47	1	5	5	4	2	VER,ADJ
piège	pjEZ	piéger	VER	21.77	0.47	0	5	4	4	1	NOM,VER
varié	vaRje	varié	ADJ	1.53	0.47	1	5	5	5	2	VER,ADJ
campo	k@po	campo	NOM	0.58	0.47	1	5	5	4	2	NOM
gallo	galo	gallo	NOM	0.47	0.47	1	5	5	4	2	ADJ,NOM
cèdre	sEdR	cèdre	NOM	0.7	0.47	1	5	3	3	1	NOM
pilon	pil§	pilon	NOM	0.62	0.47	1	5	5	4	2	NOM
bigre	bigR	bigre	ONO	0.47	0.47	1	5	5	4	1	NOM,ONO
cajun	kaZ1	cajun	ADJ	0.47	0.47	1	5	4	4	2	ADJ,NOM
looks	luks	look	NOM	10.93	0.46	0	5	0	0	1	NOM
panic	panik	panic	NOM	0.46	0.46	1	5	5	5	2	NOM
gitan	Zit@	gitan	ADJ	1.19	0.46	1	5	4	4	2	ADJ,NOM
tatou	tatu	tatou	NOM	0.51	0.46	1	5	5	4	2	NOM
fondé	f§de	fondé	ADJ	1.22	0.46	1	5	5	4	2	VER,ADJ
vidés	vide	vider	VER	30.68	0.46	0	5	0	4	2	VER,ADJ
sondé	s§de	sonder	VER	3.31	0.46	0	5	5	4	2	VER,ADJ,NOM
pinot	pino	pinot	NOM	0.47	0.46	1	5	4	4	2	NOM
cirés	siRe	ciré	NOM	0.69	0.46	0	5	0	4	2	VER,ADJ,NOM
texan	tEks@	texan	ADJ	0.79	0.46	1	5	4	5	2	ADJ,NOM
liège	ljEZ	liège	NOM	0.46	0.46	1	5	4	4	1	NOM
avoué	avwe	avoué	NOM	0.47	0.46	1	5	5	4	2	VER,ADJ,NOM
vente	v@t	venter	VER	0.74	0.46	0	5	5	3	1	NOM,VER
rouer	Rwe	rouer	VER	2.2	0.46	1	5	5	3	1	VER
buses	byz	buse	NOM	1.28	0.46	0	5	0	3	1	NOM
dorée	doRe	dorer	VER	2.67	0.46	0	5	5	4	2	VER,ADJ,NOM
hurla	yRla	hurler	VER	33.17	0.46	0	5	0	0	2	VER
semez	s°me	semer	VER	19.8	0.46	0	5	0	4	2	VER
gâtez	gate	gâter	VER	10.97	0.46	0	5	0	4	2	VER
prône	pRon	prôner	VER	1.34	0.46	0	5	5	4	1	NOM,VER
levés	l°ve	levé	ADJ	3.79	0.46	0	5	0	4	2	VER,ADJ,NOM
cloné	klone	cloner	VER	1.31	0.46	0	5	0	0	2	VER
nouée	nwe	noué	ADJ	1.01	0.45	0	5	0	3	1	VER,ADJ
roter	Rote	roter	VER	1.3	0.45	1	5	5	4	2	VER
stout	stut	stout	NOM	0.45	0.45	1	5	4	3	1	NOM
exilé	Egzile	exilé	ADJ	0.5	0.45	1	5	5	6	3	VER,ADJ,NOM
texto	tEksto	texto	ADV	0.45	0.45	1	5	5	6	2	ADV
cocue	koky	cocu	ADJ	3.03	0.45	0	5	0	4	2	ADJ,NOM
érigé	eRiZe	ériger	VER	1.91	0.45	0	5	0	4	3	VER
joués	Zwe	jouer	VER	570.12	0.45	0	5	0	3	1	VER,ADJ
chipe	Sip	chiper	VER	2.34	0.45	0	5	0	3	1	VER
bravé	bRave	braver	VER	3.2	0.45	0	5	0	5	2	VER
jurée	ZyRe	jurer	VER	148.41	0.45	0	5	0	4	2	VER,ADJ,NOM
rosse	ROs	rosser	VER	2.49	0.45	0	5	5	3	1	ADJ,NOM,VER
ciblé	sible	cibler	VER	1.9	0.45	0	5	0	5	2	VER
revit	R°vi	revoir	VER	162.84	0.45	0	5	0	0	2	VER
unira	yniRa	unir	VER	25.15	0.45	0	5	0	0	3	VER
bahts	bat	baht	NOM	0.52	0.45	0	5	0	3	1	NOM
isolé	izole	isolé	NOM	0.84	0.45	1	5	5	5	3	VER,ADJ,NOM
miaou	mjau	miaou	NOM	0.46	0.45	1	5	5	4	2	NOM
sangs	s@	sang	NOM	304.75	0.45	0	5	0	2	1	NOM
sciée	sje	scier	VER	5.01	0.45	0	5	0	3	1	VER
vénal	venal	vénal	ADJ	0.54	0.45	1	5	5	5	2	ADJ
fakir	fakiR	fakir	NOM	0.72	0.45	1	5	3	4	2	NOM
cheik	SEk	cheik	NOM	0.48	0.45	1	5	5	3	1	NOM
cocas	koka	coca	NOM	14.53	0.45	0	5	0	4	2	NOM
tanna	tana	tanner	VER	2.22	0.45	0	5	0	0	2	VER
dispo	dispo	dispo	ADJ	0.44	0.44	1	5	5	5	2	ADJ
damné	dane	damné	ADJ	2.82	0.44	1	5	5	4	2	VER,ADJ,NOM
houle	ul	houle	NOM	0.46	0.44	1	5	5	2	1	NOM
étron	etR§	étron	NOM	0.75	0.44	1	5	5	4	2	NOM
peler	p°le	peler	VER	1.78	0.44	1	5	4	4	2	VER
pâlot	palo	pâlot	ADJ	0.6	0.44	1	5	4	4	2	ADJ
rages	RaZ	rage	NOM	15.97	0.44	0	5	0	3	1	NOM,VER
gravi	gRavi	gravir	VER	2.6	0.44	0	5	0	0	2	VER
caïds	kaid	caïd	NOM	2.63	0.44	0	5	0	4	2	NOM
baser	baze	baser	VER	15.61	0.44	1	5	5	4	2	VER
boeuf	b9f	boeuf	ADJ	0.44	0.44	1	5	4	3	1	ADJ,NOM
trios	tRijo	trio	NOM	2.74	0.44	0	5	0	5	2	NOM
moisi	mwazi	moisi	NOM	0.44	0.44	1	5	5	5	2	ADJ,NOM,VER
selva	sElva	selva	NOM	0.44	0.44	1	5	4	4	2	NOM
brins	bR5	brin	NOM	5.38	0.44	0	5	0	3	1	NOM
natif	natif	natif	ADJ	0.58	0.44	1	5	5	5	2	ADJ,NOM
épieu	epj2	épieu	NOM	0.44	0.44	1	5	5	4	2	NOM
naine	nEn	nain	ADJ	2.15	0.44	0	5	0	0	1	ADJ,NOM
bipez	bipe	biper	VER	4.07	0.43	0	5	0	4	2	VER
cerne	sERn	cerner	VER	7.74	0.43	0	5	5	4	1	NOM,VER
frémi	fRemi	frémir	VER	3.86	0.43	0	5	0	0	2	VER
karen	kaREn	karen	ADJ	0.43	0.43	1	5	4	5	2	ADJ
épaté	epate	épater	VER	4.96	0.43	0	5	5	5	3	VER,ADJ
terri	tERi	terri	NOM	0.43	0.43	1	5	5	4	2	NOM,VER
raclé	Rakle	racler	VER	1.36	0.43	0	5	0	5	2	VER
étuve	etyv	étuve	NOM	0.43	0.43	1	5	5	4	2	NOM
sbire	sbiR	sbire	NOM	1.35	0.43	1	5	2	2	1	NOM
prion	pRij§	prion	NOM	3.11	0.43	1	5	5	5	2	NOM
téter	tete	téter	VER	1.71	0.43	1	5	5	4	2	VER
exile	Egzil	exiler	VER	2.41	0.43	0	5	0	5	2	VER
gavés	gave	gaver	VER	4.19	0.43	0	5	0	4	2	VER
trame	tRam	trame	NOM	0.75	0.43	1	5	5	4	1	NOM,VER
bénef	benEf	bénef	NOM	0.71	0.43	1	5	4	4	2	NOM
nases	naz	nase	NOM	1.06	0.43	0	5	0	3	1	ADJ,NOM
gavée	gave	gaver	VER	4.19	0.43	0	5	0	4	2	VER
jeûne	Z2n	jeûner	VER	2.59	0.43	0	5	5	3	1	NOM,VER
bulls	byl	bull	NOM	1.04	0.43	0	5	0	3	1	NOM
ôtant	ot@	ôter	VER	16.81	0.43	0	5	0	3	2	VER
jugea	ZyZa	juger	VER	56.12	0.42	0	5	0	0	2	VER
encor	@kOR	encor	ADV	0.42	0.42	1	5	5	4	2	ADV
soies	swa	soie	NOM	10.38	0.42	0	5	0	3	1	NOM
ouche	uS	ouche	NOM	0.42	0.42	1	5	3	2	1	NOM
vissé	vise	visser	VER	2.9	0.42	0	5	5	4	2	VER,ADJ
soupe	sup	souper	VER	8.81	0.42	0	5	5	3	1	NOM,VER
exode	EgzOd	exode	NOM	0.43	0.42	1	5	4	5	2	NOM
juron	ZyR§	juron	NOM	2.1	0.42	1	5	4	4	2	NOM
aigre	EgR	aigre	ADJ	0.55	0.42	1	5	5	3	1	ADJ,NOM
pétri	petRi	pétrir	VER	1.48	0.42	0	5	5	5	2	ADJ,VER
terré	tERe	terrer	VER	2.62	0.42	0	5	0	4	2	VER
vouer	vwe	vouer	VER	6.88	0.42	1	5	4	3	1	VER
diète	djEt	diète	NOM	0.42	0.42	1	5	4	4	1	NOM
